Minutes,Torq (N-m),Km/h,Watts,Km,Cadence,Hrate,ID,Altitude (m)
46.4,0,24.4918,0,14.9347,0,143.714,0,423.6
46.4167,0,23.9765,0,14.9423,0,143.857,0,423.6
46.4333,0,23.4612,0,14.9499,0,144,0,423.6
46.45,0,23.8418,0,14.9572,0,144.143,0,423.6
46.4667,0,24.2223,0,14.9645,0,144.286,0,423.6
46.4833,0,24.6029,0,14.9719,0,144.429,0,423.6
46.5,0,24.9835,0,14.9792,0,144.571,0,423.6
46.5167,0,25.3641,0,14.9865,0,144.714,0,423.6
46.5333,0,25.7446,0,14.9938,0,144.857,0,423.6
46.55,0,26.1252,0,15.0011,0,145,0,423.6
46.5667,0,25.6577,0,15.0081,0,144.857,0,423.6
46.5833,0,25.1902,0,15.0152,0,144.714,0,423.6
46.6,0,24.7227,0,15.0222,0,144.571,0,423.6
46.6167,0,24.2553,0,15.0292,0,144.429,0,423.6
46.6333,0,23.7878,0,15.0362,0,144.286,0,423.6
46.65,0,23.3203,0,15.0432,0,144.143,0,423.6
46.6667,0,22.8528,0,15.0503,0,144,0,423.6
46.6833,0,22.9044,0,15.0565,0,144,0,423.644
46.7,0,22.956,0,15.0628,0,144,0,423.689
46.7167,0,23.0076,0,15.069,0,144,0,423.733
46.7333,0,23.0592,0,15.0753,0,144,0,423.778
46.75,0,23.1108,0,15.0815,0,144,0,423.822
46.7667,0,23.1624,0,15.0878,0,144,0,423.867
46.7833,0,23.214,0,15.094,0,144,0,423.911
46.8,0,23.2656,0,15.1003,0,144,0,423.956
46.8167,0,23.3172,0,15.1066,0,144,0,424
46.8333,0,23.292,0,15.1129,0,144,0,424.4
46.85,0,22.5648,0,15.119,0,144,0,424.8
46.8667,0,22.1724,0,15.1252,0,144,0,425.2
46.8833,0,22.0716,0,15.1314,0,143,0,425.6
46.9,0,21.69,0,15.1372,0,142.333,0,425.6
46.9167,0,21.3084,0,15.1431,0,141.667,0,425.6
46.9333,0,20.9268,0,15.1489,0,141,0,425.6
46.9667,0,21.0168,0,15.1601,0,140,0,425.6
46.9833,0,22.1526,0,15.1667,0,139,0,425.6
47,0,23.2884,0,15.1733,0,138,0,425.6
47.0167,0,23.1768,0,15.18,0,137.5,0,425.6
47.0333,0,23.0652,0,15.1866,0,137,0,425.6
47.05,0,23.1624,0,15.1928,0,137,0,425.6
47.0667,0,23.2596,0,15.1991,0,137,0,425.6
47.0833,0,23.0616,0,15.2055,0,137,0,425.6
47.1,0,22.8636,0,15.2119,0,137,0,425.6
47.1167,0,22.6656,0,15.2183,0,137,0,425.6
47.1333,0,22.3128,0,15.2245,0,137.333,0,425.733
47.15,0,21.96,0,15.2308,0,137.667,0,425.867
47.1667,0,21.6072,0,15.237,0,138,0,426
47.1833,0,21.0384,0,15.2428,0,139,0,426.4
47.2,0,21.1572,0,15.2488,0,139,0,426.8
47.2167,0,21.2652,0,15.2549,0,140,0,427.2
47.2333,0,20.7756,0,15.2609,0,140,0,427.8
47.25,0,20.6892,0,15.2667,0,140.75,0,427.8
47.2667,0,20.6028,0,15.2725,0,141.5,0,427.8
47.2833,0,20.5164,0,15.2784,0,142.25,0,427.8
47.3,0,20.43,0,15.2842,0,143,0,427.8
47.3167,0,20.7588,0,15.29,0,143.333,0,427.8
47.3333,0,21.0876,0,15.2959,0,143.667,0,427.8
47.35,0,21.4164,0,15.3017,0,144,0,427.8
47.3667,0,21.438,0,15.3081,0,144.222,0,427.8
47.3833,0,21.4596,0,15.3144,0,144.444,0,427.8
47.4,0,21.4812,0,15.3208,0,144.667,0,427.8
47.4167,0,21.5028,0,15.3271,0,144.889,0,427.8
47.4333,0,21.5244,0,15.3335,0,145.111,0,427.8
47.45,0,21.546,0,15.3399,0,145.333,0,427.8
47.4667,0,21.5676,0,15.3462,0,145.556,0,427.8
47.4833,0,21.5892,0,15.3526,0,145.778,0,427.8
47.5,0,21.6108,0,15.3589,0,146,0,427.8
47.5167,0,21.7944,0,15.3655,0,146.143,0,427.8
47.5333,0,21.978,0,15.3721,0,146.286,0,427.8
47.55,0,22.1616,0,15.3787,0,146.429,0,427.8
47.5667,0,22.3452,0,15.3852,0,146.571,0,427.8
47.5833,0,22.5288,0,15.3918,0,146.714,0,427.8
47.6,0,22.7124,0,15.3984,0,146.857,0,427.8
47.6167,0,22.896,0,15.405,0,147,0,427.8
47.6333,0,22.9854,0,15.4117,0,147.333,0,427.867
47.65,0,23.0748,0,15.4184,0,147.667,0,427.933
47.6667,0,23.1642,0,15.4251,0,148,0,428
47.6833,0,23.2536,0,15.4318,0,148.333,0,428.067
47.7,0,23.343,0,15.4386,0,148.667,0,428.133
47.7167,0,23.4324,0,15.4453,0,149,0,428.2
47.7333,0,22.5972,0,15.4515,0,149,0,428.6
47.75,0,23.346,0,15.4587,0,150,0,429
47.7667,0,22.788,0,15.4655,0,150,0,429.4
47.7833,0,21.42,0,15.4716,0,150,0,429.8
47.8,0,21.3966,0,15.4778,0,150,0,429.8
47.8167,0,21.3732,0,15.484,0,150,0,429.8
47.8333,0,21.3498,0,15.4901,0,150,0,429.8
47.85,0,21.3264,0,15.4963,0,150,0,429.8
47.8667,0,21.303,0,15.5025,0,150,0,429.8
47.8833,0,21.2796,0,15.5087,0,150,0,429.8
47.9,0,21.4061,0,15.5155,0,150.125,0,429.8
47.9167,0,21.5325,0,15.5223,0,150.25,0,429.8
47.9333,0,21.659,0,15.529,0,150.375,0,429.8
47.95,0,21.7854,0,15.5358,0,150.5,0,429.8
47.9667,0,21.9119,0,15.5426,0,150.625,0,429.8
47.9833,0,22.0383,0,15.5494,0,150.75,0,429.8
48,0,22.1648,0,15.5561,0,150.875,0,429.8
48.0167,0,22.2912,0,15.5629,0,151,0,429.8
48.0333,0,22.2516,0,15.5692,0,150.8,0,429.8
48.05,0,22.212,0,15.5756,0,150.6,0,429.8
48.0667,0,22.1724,0,15.5819,0,150.4,0,429.8
48.0833,0,22.1328,0,15.5882,0,150.2,0,429.8
48.1,0,22.0932,0,15.5946,0,150,0,429.8
48.1167,0,22.41,0,15.6011,0,150,0,430
48.1333,0,22.7268,0,15.6076,0,150,0,430.2
48.15,0,22.3812,0,15.6138,0,150,0,430.6
48.1667,0,22.2588,0,15.62,0,150,0,431
48.1833,0,21.2616,0,15.6256,0,150,0,431.4
48.2,0,20.4912,0,15.6313,0,150,0,431.8
48.2167,0,21.0906,0,15.637,0,150,0,431.8
48.2333,0,21.69,0,15.6427,0,150,0,431.8
48.25,0,21.5064,0,15.6491,0,150,0,431.8
48.2667,0,21.3228,0,15.6555,0,150,0,431.8
48.2833,0,21.1392,0,15.6619,0,150,0,431.8
48.3,0,20.9556,0,15.6683,0,150,0,431.8
48.3167,0,20.772,0,15.6747,0,150,0,431.8
48.3333,0,20.5884,0,15.681,0,150,0,431.8
48.35,0,20.0634,0,15.687,0,149.667,0,431.8
48.3667,0,19.5384,0,15.693,0,149.333,0,431.8
48.3833,0,19.0134,0,15.699,0,149,0,431.8
48.4,0,18.4884,0,15.705,0,148.667,0,431.8
48.4167,0,17.9634,0,15.7109,0,148.333,0,431.8
48.4333,0,17.4384,0,15.7169,0,148,0,431.8
48.45,0,18.0252,0,15.7235,0,148,0,432.067
48.4667,0,18.612,0,15.73,0,148,0,432.333
48.4833,0,19.1988,0,15.7366,0,148,0,432.6
48.5,0,20.466,0,15.7429,0,148,0,433
48.5167,0,19.368,0,15.7485,0,148,0,433.4
48.5333,0,20.0664,0,15.7541,0,148,0,433.4
48.55,0,19.5624,0,15.7597,0,147,0,433.8
48.5667,0,19.9022,0,15.7655,0,147,0,433.8
48.5833,0,20.2421,0,15.7713,0,147,0,433.8
48.6,0,20.5819,0,15.7772,0,147,0,433.8
48.6167,0,20.9218,0,15.783,0,147,0,433.8
48.6333,0,21.2616,0,15.7889,0,147,0,433.8
48.65,0,21.4042,0,15.7953,0,146.6,0,433.8
48.6667,0,21.5467,0,15.8016,0,146.2,0,433.8
48.6833,0,21.6893,0,15.808,0,145.8,0,433.8
48.7,0,21.8318,0,15.8144,0,145.4,0,433.8
48.7167,0,21.9744,0,15.8208,0,145,0,433.8
48.7333,0,19.9404,0,15.826,0,144,0,433.8
48.75,0,20.067,0,15.8319,0,143.667,0,433.8
48.7667,0,20.1936,0,15.8378,0,143.333,0,433.8
48.7833,0,20.3202,0,15.8437,0,143,0,433.8
48.8,0,20.4468,0,15.8496,0,142.667,0,433.8
48.8167,0,20.5734,0,15.8555,0,142.333,0,433.8
48.8333,0,20.7,0,15.8614,0,142,0,433.8
48.85,0,20.7162,0,15.8676,0,141.5,0,433.8
48.8667,0,20.7324,0,15.8738,0,141,0,433.8
48.8833,0,19.8738,0,15.8794,0,140.5,0,434.1
48.9,0,19.0152,0,15.885,0,140,0,434.4
48.9167,0,13.5036,0,15.8888,0,139,0,434.8
48.9333,0,14.958,0,15.893,0,137,0,435.2
48.95,0,14.5692,0,15.8978,0,136,0,435.6
48.9667,0,15.3576,0,15.9039,0,135,0,436
48.9833,0,16.9476,0,15.9105,0,134.333,0,436
49,0,18.5376,0,15.9171,0,133.667,0,436
49.0167,0,20.1276,0,15.9238,0,133,0,436
49.0333,0,21.7884,0,15.9315,0,133.333,0,436
49.05,0,23.4492,0,15.9392,0,133.667,0,436
49.0667,0,25.11,0,15.947,0,134,0,436
49.0833,0,24.39,0,15.9542,0,134,0,436
49.1,0,23.862,0,15.9608,0,134,0,436
49.1167,0,23.334,0,15.9674,0,134,0,436
49.1333,0,22.806,0,15.9741,0,134,0,436
49.15,0,22.3128,0,15.9809,0,135,0,436
49.1667,0,23.1468,0,15.9878,0,135.333,0,436
49.1833,0,23.9808,0,15.9947,0,135.667,0,436
49.2,0,24.8148,0,16.0017,0,136,0,436
49.2167,0,26.0802,0,16.0097,0,136.5,0,436
49.2333,0,27.3456,0,16.0177,0,137,0,436
49.25,0,27.9187,0,16.0263,0,137.2,0,436
49.2667,0,28.4918,0,16.0349,0,137.4,0,436
49.2833,0,29.065,0,16.0435,0,137.6,0,436
49.3,0,29.6381,0,16.0521,0,137.8,0,436
49.3167,0,30.2112,0,16.0607,0,138,0,436
49.3333,0,32.418,0,16.0706,0,137.5,0,435.8
49.35,0,34.6248,0,16.0806,0,137,0,435.6
49.3667,0,37.1952,0,16.0919,0,137,0,435.2
49.3833,0,37.2564,0,16.1022,0,138,0,434.6
49.4,0,38.232,0,16.113,0,138,0,434.2
49.4167,0,37.4184,0,16.1241,0,138,0,433.8
49.4333,0,37.2319,0,16.135,0,138.2,0,433.72
49.45,0,37.0454,0,16.1458,0,138.4,0,433.64
49.4667,0,36.859,0,16.1566,0,138.6,0,433.56
49.4833,0,36.6725,0,16.1675,0,138.8,0,433.48
49.5,0,36.486,0,16.1783,0,139,0,433.4
49.5167,0,35.3592,0,16.1883,0,138,0,432.8
49.5333,0,34.6608,0,16.1978,0,138,0,432.4
49.55,0,34.686,0,16.2078,0,139,0,432
49.5667,0,34.1496,0,16.2178,0,138,0,431.6
49.5833,0,33.9489,0,16.2273,0,138,0,431.6
49.6,0,33.7482,0,16.2369,0,138,0,431.6
49.6167,0,33.5475,0,16.2464,0,138,0,431.6
49.6333,0,33.3468,0,16.2559,0,138,0,431.6
49.65,0,33.2121,0,16.2652,0,138.143,0,431.6
49.6667,0,33.0773,0,16.2745,0,138.286,0,431.6
49.6833,0,32.9426,0,16.2838,0,138.429,0,431.6
49.7,0,32.8078,0,16.2931,0,138.571,0,431.6
49.7167,0,32.6731,0,16.3025,0,138.714,0,431.6
49.7333,0,32.5383,0,16.3118,0,138.857,0,431.6
49.75,0,32.4036,0,16.3211,0,139,0,431.6
49.7667,0,32.778,0,16.3308,0,139.333,0,431.6
49.7833,0,33.1524,0,16.3406,0,139.667,0,431.6
49.8,0,33.5268,0,16.3503,0,140,0,431.6
49.8167,0,33.1848,0,16.3598,0,140.286,0,431.6
49.8333,0,32.8428,0,16.3692,0,140.571,0,431.6
49.85,0,32.5008,0,16.3786,0,140.857,0,431.6
49.8667,0,32.1588,0,16.3881,0,141.143,0,431.6
49.8833,0,31.8168,0,16.3975,0,141.429,0,431.6
49.9,0,31.4748,0,16.4069,0,141.714,0,431.6
49.9167,0,31.1328,0,16.4164,0,142,0,431.6
49.9333,0,31.083,0,16.4254,0,142.5,0,431.6
49.95,0,31.0332,0,16.4344,0,143,0,431.6
49.9667,0,30.9834,0,16.4434,0,143.5,0,431.6
49.9833,0,30.9336,0,16.4524,0,144,0,431.6
50,0,30.8838,0,16.4615,0,144.5,0,431.6
50.0167,0,30.834,0,16.4705,0,145,0,431.6
50.0333,0,30.6727,0,16.4794,0,145.4,0,431.6
50.05,0,30.5114,0,16.4882,0,145.8,0,431.6
50.0667,0,30.3502,0,16.4971,0,146.2,0,431.6
50.0833,0,30.1889,0,16.506,0,146.6,0,431.6
50.1,0,30.0276,0,16.5149,0,147,0,431.6
50.1167,0,30.6432,0,16.5232,0,147,0,431.6
50.1333,0,30.9636,0,16.5322,0,147.143,0,431.6
50.15,0,31.284,0,16.5411,0,147.286,0,431.6
50.1667,0,31.6044,0,16.5501,0,147.429,0,431.6
50.1833,0,31.9248,0,16.559,0,147.571,0,431.6
50.2,0,32.2452,0,16.568,0,147.714,0,431.6
50.2167,0,32.5656,0,16.5769,0,147.857,0,431.6
50.2333,0,32.886,0,16.5859,0,148,0,431.6
50.25,0,32.831,0,16.595,0,148.286,0,431.6
50.2667,0,32.7759,0,16.6041,0,148.571,0,431.6
50.2833,0,32.7209,0,16.6132,0,148.857,0,431.6
50.3,0,32.6659,0,16.6223,0,149.143,0,431.6
50.3167,0,32.6109,0,16.6315,0,149.429,0,431.6
50.3333,0,32.5558,0,16.6406,0,149.714,0,431.6
50.35,0,32.5008,0,16.6497,0,150,0,431.6
50.3667,0,31.7088,0,16.659,0,150,0,431.6
50.3833,0,31.2996,0,16.6677,0,150.5,0,431.6
50.4,0,30.8904,0,16.6764,0,151,0,431.6
50.4167,0,30.4812,0,16.6851,0,151.5,0,431.6
50.4333,0,30.072,0,16.6938,0,152,0,431.6
50.45,0,29.6628,0,16.7025,0,152.5,0,431.6
50.4667,0,29.2536,0,16.7113,0,153,0,431.6
50.4833,0,29.8044,0,16.7193,0,153.5,0,431.6
50.5,0,30.3552,0,16.7274,0,154,0,431.6
50.5167,0,30.1846,0,16.7357,0,154.2,0,431.6
50.5333,0,30.0139,0,16.744,0,154.4,0,431.6
50.55,0,29.8433,0,16.7524,0,154.6,0,431.6
50.5667,0,29.6726,0,16.7607,0,154.8,0,431.6
50.5833,0,29.502,0,16.769,0,155,0,431.6
50.6,0,29.5099,0,16.7772,0,155.2,0,431.68
50.6167,0,29.5178,0,16.7853,0,155.4,0,431.76
50.6333,0,29.5258,0,16.7935,0,155.6,0,431.84
50.65,0,29.5337,0,16.8016,0,155.8,0,431.92
50.6667,0,29.5416,0,16.8098,0,156,0,432
50.6833,0,29.5272,0,16.8178,0,156,0,432.4
50.7,0,29.1204,0,16.8259,0,156,0,432.8
50.7167,0,29.8404,0,16.8345,0,157,0,433.4
50.7333,0,28.836,0,16.8427,0,156,0,433.8
50.75,0,28.3344,0,16.8507,0,156,0,433.8
50.7667,0,27.8328,0,16.8586,0,156,0,433.8
50.7833,0,27.3312,0,16.8666,0,156,0,433.8
50.8,0,27.501,0,16.8752,0,156,0,433.8
50.8167,0,27.6708,0,16.8839,0,156,0,433.8
50.8333,0,27.8406,0,16.8925,0,156,0,433.8
50.85,0,28.0104,0,16.9011,0,156,0,433.8
50.8667,0,28.1802,0,16.9098,0,156,0,433.8
50.8833,0,28.35,0,16.9184,0,156,0,433.8
50.9,0,28.3764,0,16.9263,0,156.167,0,433.8
50.9167,0,28.4028,0,16.9342,0,156.333,0,433.8
50.9333,0,28.4292,0,16.9422,0,156.5,0,433.8
50.95,0,28.4556,0,16.9501,0,156.667,0,433.8
50.9667,0,28.482,0,16.958,0,156.833,0,433.8
50.9833,0,28.5084,0,16.9659,0,157,0,433.8
51,0,28.8954,0,16.9744,0,157.167,0,433.8
51.0167,0,29.2824,0,16.9829,0,157.333,0,433.8
51.0333,0,29.6694,0,16.9914,0,157.5,0,433.8
51.05,0,30.0564,0,16.9999,0,157.667,0,433.8
51.0667,0,30.4434,0,17.0084,0,157.833,0,433.8
51.0833,0,30.8304,0,17.0169,0,158,0,433.8
51.1,0,31.0017,0,17.0258,0,158.143,0,433.8
51.1167,0,31.1729,0,17.0348,0,158.286,0,433.8
51.1333,0,31.3442,0,17.0437,0,158.429,0,433.8
51.15,0,31.5154,0,17.0526,0,158.571,0,433.8
51.1667,0,31.6867,0,17.0616,0,158.714,0,433.8
51.1833,0,31.8579,0,17.0705,0,158.857,0,433.8
51.2,0,32.0292,0,17.0794,0,159,0,433.8
51.2167,0,31.9615,0,17.0882,0,159,0,433.8
51.2333,0,31.8938,0,17.0969,0,159,0,433.8
51.25,0,31.8262,0,17.1056,0,159,0,433.8
51.2667,0,31.7585,0,17.1144,0,159,0,433.8
51.2833,0,31.6908,0,17.1231,0,159,0,433.8
51.3,0,29.2716,0,17.1315,0,159,0,433.8
51.3167,0,29.1708,0,17.1401,0,158.75,0,433.8
51.3333,0,29.07,0,17.1488,0,158.5,0,433.8
51.35,0,28.9692,0,17.1574,0,158.25,0,433.8
51.3667,0,28.8684,0,17.166,0,158,0,433.8
51.3833,0,28.8324,0,17.1739,0,157.5,0,433.8
51.4,0,28.7964,0,17.1818,0,157,0,433.8
51.4167,0,27.7632,0,17.189,0,156,0,433.8
51.4333,0,27.9006,0,17.1966,0,155.667,0,433.8
51.45,0,28.038,0,17.2042,0,155.333,0,433.8
51.4667,0,28.1754,0,17.2118,0,155,0,433.8
51.4833,0,28.3128,0,17.2194,0,154.667,0,433.8
51.5,0,28.4502,0,17.2269,0,154.333,0,433.8
51.5167,0,28.5876,0,17.2345,0,154,0,433.8
51.5333,0,28.9049,0,17.243,0,153.714,0,433.8
51.55,0,29.2222,0,17.2514,0,153.429,0,433.8
51.5667,0,29.5395,0,17.2598,0,153.143,0,433.8
51.5833,0,29.8569,0,17.2682,0,152.857,0,433.8
51.6,0,30.1742,0,17.2766,0,152.571,0,433.8
51.6167,0,30.4915,0,17.2851,0,152.286,0,433.8
51.6333,0,30.8088,0,17.2935,0,152,0,433.8
51.65,0,31.959,0,17.3027,0,151.5,0,433.6
51.6667,0,33.1092,0,17.312,0,151,0,433.4
51.6833,0,33.6456,0,17.3216,0,150,0,433
51.7,0,34.8336,0,17.3312,0,150,0,432.6
51.7167,0,36.036,0,17.3415,0,150,0,432.2
51.7333,0,35.2656,0,17.3514,0,149,0,431.8
51.75,0,36.6552,0,17.3621,0,148.5,0,431.6
51.7667,0,38.0448,0,17.3728,0,148,0,431.4
51.7833,0,38.16,0,17.3839,0,148,0,431
51.8,0,39.9312,0,17.3949,0,148,0,430.6
51.8167,0,40.5288,0,17.4062,0,148,0,430
51.8333,0,38.7216,0,17.4165,0,148,0,429.6
51.85,0,39.1392,0,17.4278,0,148,0,429.2
51.8667,0,40.2984,0,17.4396,0,148,0,428.8
51.8833,0,41.7744,0,17.4516,0,148,0,428.2
51.9,0,43.3368,0,17.4637,0,147,0,427.8
51.9167,0,43.218,0,17.476,0,147,0,427.4
51.9333,0,44.0244,0,17.4881,0,147,0,427
51.95,0,43.1208,0,17.5003,0,146,0,426.4
51.9667,0,43.6284,0,17.5122,0,146,0,426
51.9833,0,43.632,0,17.5243,0,146,0,425.6
52,0,43.0668,0,17.5361,0,145,0,425.2
52.0167,0,43.6212,0,17.5478,0,145,0,424.6
52.0333,0,42.1128,0,17.5587,0,145,0,424
52.05,0,43.0668,0,17.5708,0,144,0,423.6
52.0667,0,43.1208,0,17.5823,0,144,0,423
52.0833,0,43.803,0,17.5942,0,143.5,0,422.8
52.1,0,44.4852,0,17.6062,0,143,0,422.6
52.1167,0,43.9956,0,17.6171,0,142,0,422.2
52.1333,0,43.902,0,17.6286,0,141,0,421.8
52.15,0,44.0208,0,17.6404,0,141,0,421.2
52.1667,0,43.3764,0,17.6517,0,140,0,420.8
52.1833,0,43.8192,0,17.6633,0,139,0,420.4
52.2,0,43.884,0,17.6751,0,139,0,420
52.2167,0,43.9956,0,17.687,0,138,0,419.6
52.2333,0,43.542,0,17.6983,0,137,0,419.2
52.25,0,42.3828,0,17.7104,0,137,0,418.8
52.2667,0,40.9752,0,17.7216,0,136,0,418.8
52.2833,0,40.3692,0,17.7326,0,136,0,418.6
52.3,0,39.7632,0,17.7437,0,136,0,418.4
52.3167,0,39.1572,0,17.7547,0,136,0,418.2
52.3333,0,39.2328,0,17.7653,0,137,0,417.8
52.35,0,39.2688,0,17.7769,0,137,0,417.4
52.3667,0,38.826,0,17.7872,0,138,0,417
52.3833,0,38.8728,0,17.7982,0,138,0,416.6
52.4,0,38.8938,0,17.8091,0,138.333,0,416.6
52.4167,0,38.9148,0,17.8201,0,138.667,0,416.6
52.4333,0,38.9358,0,17.831,0,139,0,416.6
52.45,0,38.9568,0,17.842,0,139.333,0,416.6
52.4667,0,38.9778,0,17.853,0,139.667,0,416.6
52.4833,0,38.9988,0,17.8639,0,140,0,416.6
52.5,0,38.2644,0,17.8744,0,141,0,416.6
52.5167,0,38.3688,0,17.8849,0,141.333,0,416.4
52.5333,0,38.4732,0,17.8953,0,141.667,0,416.2
52.55,0,38.5776,0,17.9058,0,142,0,416
52.5667,0,38.8692,0,17.9162,0,142,0,415.6
52.5833,0,38.0232,0,17.9266,0,143,0,415.2
52.6,0,38.1492,0,17.9368,0,143,0,414.6
52.6167,0,38.07,0,17.9474,0,143,0,414.2
52.6333,0,37.938,0,17.9577,0,143.167,0,414.2
52.65,0,37.806,0,17.9679,0,143.333,0,414.2
52.6667,0,37.674,0,17.9781,0,143.5,0,414.2
52.6833,0,37.542,0,17.9884,0,143.667,0,414.2
52.7,0,37.41,0,17.9986,0,143.833,0,414.2
52.7167,0,37.278,0,18.0088,0,144,0,414.2
52.7333,0,37.1736,0,18.0192,0,144,0,414.2
52.75,0,36.8424,0,18.0295,0,144.5,0,414.2
52.7667,0,36.5112,0,18.0398,0,145,0,414.2
52.7833,0,36.18,0,18.0501,0,145.5,0,414.2
52.8,0,35.8488,0,18.0604,0,146,0,414.2
52.8167,0,35.7243,0,18.0702,0,146.429,0,414.2
52.8333,0,35.5999,0,18.08,0,146.857,0,414.2
52.85,0,35.4754,0,18.0899,0,147.286,0,414.2
52.8667,0,35.351,0,18.0997,0,147.714,0,414.2
52.8833,0,35.2265,0,18.1095,0,148.143,0,414.2
52.9,0,35.1021,0,18.1194,0,148.571,0,414.2
52.9167,0,34.9776,0,18.1292,0,149,0,414.2
52.9333,0,34.0002,0,18.1385,0,149.5,0,414.2
52.95,0,33.0228,0,18.1479,0,150,0,414.2
52.9667,0,33.0732,0,18.1569,0,150,0,414.2
52.9833,0,32.826,0,18.1657,0,150.333,0,414.2
53,0,32.5788,0,18.1745,0,150.667,0,414.2
53.0167,0,32.3316,0,18.1833,0,151,0,414.2
53.0333,0,31.9947,0,18.1919,0,151,0,414.2
53.05,0,31.6579,0,18.2006,0,151,0,414.2
53.0667,0,31.321,0,18.2093,0,151,0,414.2
53.0833,0,30.9842,0,18.2179,0,151,0,414.2
53.1,0,30.6473,0,18.2266,0,151,0,414.2
53.1167,0,30.3105,0,18.2352,0,151,0,414.2
53.1333,0,29.9736,0,18.2439,0,151,0,414.2
53.15,0,29.2572,0,18.2525,0,151,0,414.2
53.2167,0,0,0,18.2525,0,149,0,414.2
53.2667,0,26.1432,0,18.3085,0,146,0,414.2
53.2833,0,22.266,0,18.3145,0,144,0,413.8
53.3,0,15.4476,0,18.318,0,142,0,413.2
53.3167,0,8.6292,0,18.3197,0,141,0,412.8
53.3333,0,9.1296,0,18.3217,0,140,0,412.4
53.35,0,10.6344,0,18.3239,0,138,0,412
53.3667,0,12.552,0,18.328,0,136.667,0,412
53.3833,0,14.4696,0,18.3321,0,135.333,0,412
53.4,0,16.3872,0,18.3361,0,134,0,412
53.4333,0,18.6372,0,18.3469,0,131,0,412
53.45,0,21.2472,0,18.353,0,130,0,412
53.4667,0,22.5168,0,18.3601,0,129.333,0,412
53.4833,0,23.7864,0,18.3672,0,128.667,0,412
53.5,0,25.056,0,18.3744,0,128,0,412
53.5167,0,26.0309,0,18.3822,0,128.4,0,412
53.5333,0,27.0058,0,18.39,0,128.8,0,412
53.55,0,27.9806,0,18.3979,0,129.2,0,412
53.5667,0,28.9555,0,18.4057,0,129.6,0,412
53.5833,0,29.9304,0,18.4135,0,130,0,412
53.6,0,31.122,0,18.4215,0,130.333,0,411.8
53.6167,0,32.3136,0,18.4294,0,130.667,0,411.6
53.6333,0,33.5052,0,18.4374,0,131,0,411.4
53.65,0,33.0624,0,18.4477,0,132,0,411
53.6667,0,32.544,0,18.457,0,132,0,410.6
53.6833,0,32.1192,0,18.4661,0,132,0,410.2
53.7,0,31.05,0,18.4742,0,131,0,409.8
53.7167,0,31.014,0,18.483,0,130.5,0,409.8
53.7333,0,30.978,0,18.4918,0,130,0,409.8
53.75,0,31.0068,0,18.5017,0,130,0,409.8
53.7667,0,32.22,0,18.5111,0,129,0,409.2
53.7833,0,31.3092,0,18.5195,0,129,0,408.8
53.8,0,32.6124,0,18.5294,0,129,0,408.4
53.8167,0,33.5052,0,18.5388,0,129,0,408
53.8333,0,35.0136,0,18.5487,0,129,0,407.6
53.85,0,35.4773,0,18.5589,0,129.4,0,407.6
53.8667,0,35.941,0,18.5691,0,129.8,0,407.6
53.8833,0,36.4046,0,18.5793,0,130.2,0,407.6
53.9,0,36.8683,0,18.5895,0,130.6,0,407.6
53.9167,0,37.332,0,18.5996,0,131,0,407.6
53.9333,0,36.9648,0,18.6099,0,132,0,407.467
53.95,0,36.5976,0,18.6203,0,133,0,407.333
53.9667,0,36.2304,0,18.6306,0,134,0,407.2
53.9833,0,36.3096,0,18.6408,0,135,0,406.8
54,0,35.3124,0,18.6508,0,135,0,406.4
54.0167,0,36.2304,0,18.6615,0,136,0,405.8
54.0333,0,36.5508,0,18.6719,0,136,0,405.4
54.05,0,36.5796,0,18.6821,0,137,0,405.4
54.0667,0,36.5844,0,18.6922,0,137.333,0,405.4
54.0833,0,36.5892,0,18.7023,0,137.667,0,405.4
54.1,0,36.594,0,18.7124,0,138,0,405.4
54.1167,0,36.5988,0,18.7225,0,138.333,0,405.4
54.1333,0,36.6036,0,18.7326,0,138.667,0,405.4
54.15,0,36.6084,0,18.7427,0,139,0,405.4
54.1667,0,36.852,0,18.753,0,139.333,0,405.267
54.1833,0,37.0956,0,18.7634,0,139.667,0,405.133
54.2,0,37.3392,0,18.7737,0,140,0,405
54.2167,0,36.6408,0,18.7788,0,140,0,404.8
54.2333,0,35.9424,0,18.7838,0,140,0,404.6
54.25,0,30.456,0,18.7918,0,140,0,404.2
54.2667,0,23.2236,0,18.7979,0,139,0,403.8
54.2833,0,18.4932,0,18.8035,0,138,0,403.2
54.3,0,12.2544,0,18.8063,0,137,0,402.6
54.3167,0,7.7904,0,18.8085,0,136,0,402.2
54.3333,0,6.9984,0,18.8115,0,133,0,401.6
54.35,0,6.2424,0,18.8134,0,131,0,401
54.3667,0,10.2672,0,18.8167,0,130,0,401
54.3833,0,9.612,0,18.8193,0,129.5,0,401
54.4,0,8.9568,0,18.822,0,129,0,401
54.4167,0,10.0404,0,18.8256,0,129.333,0,401
54.4333,0,11.124,0,18.8293,0,129.667,0,401
54.45,0,12.2076,0,18.833,0,130,0,401
54.4667,0,11.9634,0,18.8363,0,130.167,0,401
54.4833,0,11.7192,0,18.8396,0,130.333,0,401
54.5,0,11.475,0,18.8428,0,130.5,0,401
54.5167,0,11.2308,0,18.8461,0,130.667,0,401
54.5333,0,10.9866,0,18.8494,0,130.833,0,401
